#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Unsecreted_PRU_jgi_Orpsp1_1_1192704_evm.model.d7180000095281.1 -          Cwf_Cwc_15           PF04889.14      0.15    7.5  55.9    0.0075   11.7   3.1   3.5   3   0   0   3   3   3   0 -
Unsecreted_THA_XP_024777186.1                                  -          Cwf_Cwc_15           PF04889.14      0.71    5.2  21.8      0.24    6.8  11.5   2.5   2   0   0   2   2   2   0 -
Unsecreted_FOL_RSM16420.1                                      -          Cwf_Cwc_15           PF04889.14       2.6    3.4  21.2      0.85    5.0   2.7   2.7   2   0   0   2   2   2   0 -
Unsecreted_FFL_RSL77195.1                                      -          Cwf_Cwc_15           PF04889.14       4.8    2.5  21.2       1.1    4.6   2.7   2.6   2   0   0   2   2   2   0 -
Unsecreted_PEF_RQM11940.1                                      -          Cwf_Cwc_15           PF04889.14       4.8    2.5  31.7      0.26    6.7  12.6   2.6   2   0   0   2   2   2   0 -
Unsecreted_AAM_KAG0269345.1                                    -          Cwf_Cwc_15           PF04889.14         9    1.6  17.4      0.15    7.4   3.3   2.5   2   0   0   2   2   2   0 -
Unsecreted_TMA_KAF8227787.1 -          CxC5                 PF18718.3    3.4e-38  126.1   7.7   3.4e-38  126.1   7.7   2.3   2   0   0   2   2   2   1 -
Unsecreted_TMA_KAF8233107.1 -          CxC5                 PF18718.3    4.7e-14   48.3   3.8   1.7e-13   46.5   3.8   2.0   1   1   0   1   1   1   1 -
Unsecreted_TMA_KAF8235457.1 -          CxC5                 PF18718.3    2.8e-10   36.1   0.4   2.8e-10   36.1   0.4   2.0   2   0   0   2   2   2   1 -
Unsecreted_TMA_KAF8240271.1 -          CxC6                 PF18721.3      5e-23   76.9  10.9     5e-23   76.9  10.9   2.3   4   0   0   4   4   4   1 -
Unsecreted_TMA_KAF8227787.1 -          CxC6                 PF18721.3    1.4e-21   72.3  10.9   1.4e-21   72.3  10.9   2.7   2   0   0   2   2   2   1 -
Unsecreted_TMA_KAF8233107.1 -          CxC6                 PF18721.3    9.9e-19   63.2   6.8   2.5e-18   61.9   6.8   1.7   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8235457.1 -          CxC6                 PF18721.3    8.2e-17   57.0   6.6   8.2e-17   57.0   6.6   2.0   2   0   0   2   2   2   1 -
Unsecreted_OCA_KAF4587329.1 -          CxC6                 PF18721.3        0.4    6.8   9.7      0.15    8.2   6.7   1.8   2   0   0   2   2   2   0 -
Unsecreted_FAL_XP_009493870.1 -          Cybc1_Eros           PF15169.8       0.55    5.6   6.3      0.63    5.4   1.4   2.2   2   0   0   2   2   2   0 -
Unsecreted_PIN_XP_002894977.1 -          Cyclin_C             PF02984.21   2.9e-26   87.7   0.4   2.4e-25   84.7   0.3   2.4   2   0   0   2   2   2   1 -
Unsecreted_PIN_XP_002894977.1 -          Cyclin_N             PF00134.25   2.3e-19   65.1   2.8     9e-18   60.0   0.7   2.5   2   0   0   2   2   2   2 -
Unsecreted_AAM_KAG0250091.1 -          Cypo_polyhedrin      PF05865.13   0.00038   15.6   0.0   0.00065   14.9   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_NSP_KAG0165086.1                                                      -          CYSTM                PF12734.9    3.6e-06   22.9  64.1        11    2.2  64.1   4.2   1   1   0   1   1   1   0 -
Unsecreted_URA_jgi_Umbra1_223278_fgenesh1_kg.5___642___combest_scaffold_5_102600 -          CYSTM                PF12734.9     0.0026   13.8  50.0    0.0015   14.5  37.5   3.6   2   1   0   2   2   2   1 -
Unsecreted_PIN_XP_002903226.1 -          Cytochrom_C_asm      PF01578.22    0.0063   12.0   3.4     0.007   11.9   3.4   1.1   1   0   0   1   1   1   1 -
Unsecreted_CPA_KAF3767445.1 -          Cytochrom_D1         PF02239.18   4.3e-05   17.9   0.0   7.9e-05   17.0   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1178318_evm.model.c7180000064823.1 -          D27-like_C           PF13225.8     0.0045   12.7   0.1    0.0045   12.7   0.1   1.9   2   0   0   2   2   2   1 -
Unsecreted_PFA_XP_001350062.1 -          DA1-like             PF12315.10   1.4e-05   20.3  11.8   0.00091   14.3   0.0   3.9   3   1   0   3   3   3   2 -
Unsecreted_PRU_jgi_Orpsp1_1_1185330_evm.model.c7180000093287.1 -          DAG1                 PF05454.13    0.0034   12.5   0.0      0.62    5.1   0.0   2.2   2   0   0   2   2   2   2 -
Unsecreted_PIN_XP_002902533.1 -          DAGK_prokar          PF01219.21   0.00052   15.6   0.6   0.00052   15.6   0.6   2.3   2   1   1   3   3   3   1 -
Unsecreted_DDI_XP_640914.1 -          Dala_Dala_lig_N      PF01820.23     0.049    9.9   4.2      0.12    8.6   3.4   2.1   1   1   1   2   2   2   0 -
Unsecreted_FOL_RSL85092.1 -          DAO                  PF01266.26   0.00025   16.4   0.1   0.00062   15.1   0.1   1.6   1   0   0   1   1   1   1 -
Unsecreted_CRE_PIA12786.1 -          DAO                  PF01266.26      0.39    5.9   8.8      0.18    7.0   3.6   2.7   2   1   0   2   2   2   0 -
Unsecreted_ASP_KAF7977175.1 -          DAP3                 PF10236.11    0.0024   12.8   0.0    0.0045   11.9   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_645911.1  -          DAP3                 PF10236.11    0.0049   11.8   0.1     0.007   11.3   0.1   1.2   1   0   0   1   1   1   1 -
Unsecreted_VNO_XP_028494373.1 -          DASH_Dad3            PF08656.12     0.079    8.8   4.9      0.29    7.0   0.5   2.7   2   1   0   2   2   2   0 -
Unsecreted_RAL_EPZ31093.1 -          DASH_Duo1            PF08651.12   0.00023   16.7   2.6      0.03    9.9   0.0   3.3   3   0   0   3   3   3   2 -
Unsecreted_CAL_XP_717780.1 -          DASH_Spc19           PF08287.13       7.4    2.2  24.8     0.085    8.5  11.1   2.5   1   1   1   2   2   2   0 -
Unsecreted_PIN_XP_002898653.1 -          DASH_Spc34           PF08657.12      0.66    5.4  17.7       2.3    3.6  17.6   1.8   1   1   0   1   1   1   0 -
Unsecreted_CRE_PIA12786.1 -          DBINO                PF13892.8    0.00027   17.0   0.0   0.00027   17.0   0.0   3.1   4   0   0   4   4   4   1 -
Unsecreted_PFA_XP_001348675.1 -          DCB                  PF16213.7    5.7e-12   41.4   7.4   5.7e-12   41.4   7.4   2.9   3   0   0   3   3   3   1 -
Unsecreted_SST_KIJ47061.1 -          DDE_Tnp_4            PF13359.8    5.1e-15   51.2   0.0   6.8e-15   50.8   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_PEF_RQM11940.1  -          DDHD                 PF02862.19    0.0019   14.0   0.0    0.0019   14.0   0.0   2.9   3   0   0   3   3   3   1 -
Unsecreted_DDI_XP_637335.1 -          DDHD                 PF02862.19       5.2    2.7  22.5         6    2.5  21.8   1.4   1   1   0   1   1   1   0 -
Unsecreted_ECU_NP_586011.1                                  -          DEAD                 PF00270.31   2.7e-27   91.4   0.0   5.3e-27   90.4   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_001134628.1                               -          DEAD                 PF00270.31   3.1e-17   58.6   0.2   2.8e-14   49.0   0.1   2.7   2   0   0   2   2   2   2 -
Unsecreted_TMA_KAF8237776.1                                 -          DEAD                 PF00270.31     3e-09   32.6   0.0   5.1e-09   31.8   0.0   1.4   1   1   0   1   1   1   1 -
Unsecreted_FOL_RSL80518.1                                   -          DEAD                 PF00270.31   6.1e-09   31.6   0.1   1.8e-08   30.1   0.1   1.8   1   1   0   1   1   1   1 -
Unsecreted_CMA_jgi_Corma2_773723_estExt_Genemark1.C_2050004 -          DEAD                 PF00270.31   1.6e-06   23.7   0.0   4.2e-06   22.3   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_BDE_XP_006681163.1                               -          DEAD                 PF00270.31   4.8e-06   22.2   0.0   1.3e-05   20.8   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_CRE_PIA12786.1                                   -          DEAD                 PF00270.31   1.6e-05   20.5   0.0   3.5e-05   19.3   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_OCA_KAF4581069.1                                 -          DEAD                 PF00270.31   8.4e-05   18.1   0.0   0.00018   17.0   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8225790.1                                 -          DEAD                 PF00270.31    0.0069   11.9   0.0       1.5    4.3   0.0   2.9   2   1   0   2   2   2   0 -
Unsecreted_MAN_KID59456.1 -          DEC1                 PF15859.7     0.0061   12.3   4.2     0.096    8.5   0.2   3.0   3   0   0   3   3   3   2 -
Unsecreted_PIN_XP_002900615.1 -          Defensin_big         PF14862.8        9.6    2.4  10.8        95   -0.8  10.8   2.5   1   1   0   1   1   1   0 -
Unsecreted_POR_XP_003720612.1 -          DEP                  PF00610.23   1.5e-17   59.1   0.0     3e-17   58.2   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_ENE_jgi_Erynec1_4417_EV44_g6356T0 -          Desulfoferrod_N      PF06397.14      0.42    6.1   7.5      0.03    9.7   0.1   3.1   3   0   0   3   3   3   0 -
Unsecreted_PRU_jgi_Orpsp1_1_1184152_evm.model.c7180000088232.1 -          DHC_N1               PF08385.14    0.0015   12.9   0.1    0.0026   12.2   0.1   1.2   1   0   0   1   1   1   1 -
Unsecreted_RIR_XP_025178365.1 -          DHHC                 PF01529.22     5e-32  106.5  16.6     5e-32  106.5  16.6   2.7   2   1   1   3   3   3   3 -
Unsecreted_PRU_jgi_Orpsp1_1_1192377_evm.model.d7180000092750.1 -          Dicty_REP            PF05086.14    0.0014   12.4   5.7    0.0018   12.0   5.7   1.3   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1181863_evm.model.c7180000078913.1 -          Dicty_REP            PF05086.14    0.0072   10.0  11.3     0.011    9.4  11.3   1.3   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1192248_evm.model.d7180000091696.1 -          Dicty_REP            PF05086.14       2.1    1.9   9.9       2.8    1.4   9.9   1.1   1   0   0   1   1   1   0 -
Unsecreted_PRU_jgi_Orpsp1_1_1191494_evm.model.d7180000086322.1 -          Dicty_REP            PF05086.14       2.4    1.6   9.9       3.4    1.2   9.9   1.1   1   0   0   1   1   1   0 -
Unsecreted_AAM_KAG0259609.1                                    -          Dicty_REP            PF05086.14       3.6    1.1  13.5     0.013    9.1   3.8   1.8   2   0   0   2   2   2   0 -
Unsecreted_AMA_KNE65319.1     -          Diphthamide_syn      PF01866.19  3.1e-110  364.0   0.0  3.9e-110  363.7   0.0   1.1   1   0   0   1   1   1   1 -
Unsecreted_SPU_XP_016607013.1 -          Diphthamide_syn      PF01866.19  5.7e-101  333.6   0.0  5.1e-100  330.5   0.0   1.9   1   1   0   1   1   1   1 -
Unsecreted_PCY_RKP12337.1     -          Diphthamide_syn      PF01866.19   1.3e-94  312.7   0.0   1.7e-94  312.4   0.0   1.1   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_637335.1 -          Dishevelled          PF02377.17   0.00083   15.4   3.1    0.0014   14.7   3.1   1.2   1   0   0   1   1   1   1 -
Unsecreted_CPA_KAF3765894.1                                                            -          Disintegrin          PF00200.25   4.6e-19   64.8  33.1   4.6e-19   64.8  33.1   4.9   4   1   1   5   5   3   1 -
Unsecreted_FOL_RSM07055.1                                                              -          Disintegrin          PF00200.25   6.7e-19   64.2  34.3   6.7e-19   64.2  34.3   2.8   2   0   0   2   2   2   1 -
Unsecreted_MAN_KID59482.1                                                              -          Disintegrin          PF00200.25   2.5e-18   62.4  28.8   2.5e-18   62.4  28.8   4.7   3   1   0   3   3   2   1 -
Unsecreted_PGR_XP_003319833.2                                                          -          Disintegrin          PF00200.25   3.6e-18   61.9  25.4   3.6e-18   61.9  25.4   4.6   3   1   1   4   4   3   1 -
Unsecreted_FFL_RSL67394.1                                                              -          Disintegrin          PF00200.25   5.9e-18   61.2  26.7   5.9e-18   61.2  26.7   4.7   3   2   0   3   3   1   1 -
Unsecreted_FOL_RSL94328.1                                                              -          Disintegrin          PF00200.25   6.3e-18   61.1  26.7   6.3e-18   61.1  26.7   4.1   3   2   0   3   3   2   1 -
Unsecreted_CQU_KAG0142973.1                                                            -          Disintegrin          PF00200.25   7.4e-18   60.9  26.7   7.4e-18   60.9  26.7   4.3   3   1   1   4   4   3   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_2100448_fgenesh1_kg.1293___8___TRINITY_DN6240_c0_g1_i16 -          Disintegrin          PF00200.25   1.2e-17   60.3  25.9   1.2e-17   60.3  25.9   3.0   3   0   0   3   3   3   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_606999_CE606998_28243                                   -          Disintegrin          PF00200.25   2.5e-17   59.2  25.9   2.5e-17   59.2  25.9   4.3   3   1   0   3   3   2   1 -
Unsecreted_NSP_KAG0172126.1                                                            -          Disintegrin          PF00200.25   1.8e-16   56.5  23.9   1.8e-16   56.5  23.9   4.6   4   0   0   4   4   4   1 -
Unsecreted_URA_jgi_Umbra1_262730_fgenesh1_kg.100___35___combest_scaffold_100_7588      -          Disintegrin          PF00200.25   2.2e-16   56.2  22.9   2.2e-16   56.2  22.9   4.3   3   1   0   3   3   2   1 -
Unsecreted_RMI_XP_023467407.1                                                          -          Disintegrin          PF00200.25   8.3e-16   54.3  22.4   8.3e-16   54.3  22.4   4.6   3   1   1   4   4   3   1 -
Unsecreted_PSA_PJF17525.1                                                              -          Disintegrin          PF00200.25   8.4e-12   41.5  29.5   8.4e-12   41.5  29.5   3.8   3   1   0   3   3   2   1 -
Unsecreted_DDI_XP_647088.1 -          DivIC                PF04977.17     0.016   10.7  11.9     0.057    9.0  11.9   2.0   1   0   0   1   1   1   0 -
Unsecreted_CAL_XP_716044.2 -          DMT_YdcZ             PF04657.15   0.00036   16.5   4.0   0.00036   16.5   4.0   2.9   1   1   2   3   3   3   1 -
Unsecreted_TMA_KAF8238974.1 -          DNA_mis_repair       PF01119.21   3.7e-15   51.4   0.0     3e-10   35.6   0.1   2.3   2   0   0   2   2   2   2 -
Unsecreted_BME_ORX97418.1 -          DNA_pol3_delta       PF06144.15   0.00029   16.3   0.3   0.00056   15.4   0.3   1.5   1   0   0   1   1   1   1 -
Unsecreted_BME_ORX97418.1 -          DNA_pol3_delta2      PF13177.8    3.9e-12   42.2   0.0   6.2e-12   41.5   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_EMU_KAF7756331.1   -          DNA_pol_A_exo1       PF01612.22   1.7e-45  150.6   0.6   3.3e-45  149.7   0.6   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_642107.2    -          DNA_pol_A_exo1       PF01612.22   1.1e-20   69.8   0.4   5.8e-20   67.5   0.2   2.3   2   0   0   2   2   2   1 -
Unsecreted_PIN_XP_002899521.1 -          DNA_pol_A_exo1       PF01612.22     1e-14   50.4   0.1   3.9e-14   48.5   0.1   2.0   1   1   0   1   1   1   1 -
Unsecreted_SPU_XP_016610569.1 -          DNA_pol_E_B          PF04042.18   4.5e-39  129.7   0.1   7.2e-39  129.0   0.1   1.3   1   0   0   1   1   1   1 -
Unsecreted_PGR_XP_003320439.1 -          DNA_pol_phi          PF04931.15         1    3.1   7.7       1.7    2.3   7.7   1.2   1   0   0   1   1   1   0 -
Unsecreted_FFL_RSL42619.1     -          DNA_pol_phi          PF04931.15         1    3.0  14.3       1.5    2.5  14.3   1.1   1   0   0   1   1   1   0 -
Unsecreted_CMI_XP_006665602.1 -          DNA_pol_phi          PF04931.15       4.7    0.8   9.2       6.9    0.3   9.2   1.1   1   0   0   1   1   1   0 -
Unsecreted_EFE_QPG96728.1     -          DNA_pol_phi          PF04931.15       5.1    0.7  27.0        11   -0.3  27.0   1.4   1   0   0   1   1   1   0 -
Unsecreted_DDI_XP_001134628.1 -          DND1_DSRM            PF14709.9     0.0023   13.9   0.1    0.0055   12.7   0.1   1.6   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_001134481.1 -          Dopey_N              PF04118.16   3.7e-05   18.6   0.0   3.7e-05   18.6   0.0   5.7   5   3   0   5   5   5   2 -
Unsecreted_PRU_jgi_Orpsp1_1_1183248_evm.model.c7180000084419.1 -          DPBB_1               PF03330.20   2.6e-07   26.6   0.0   6.4e-07   25.4   0.0   1.7   1   0   0   1   1   1   1 -
Unsecreted_LGO_jgi_LeugonAS2_1_1869874_e_gw1.826.25.1 -          DPM3                 PF08285.13     0.026   10.5   5.3     0.051    9.5   0.4   2.8   2   1   0   2   2   2   0 -
Unsecreted_DDI_XP_629224.1 -          DREV                 PF05219.14   0.00055   14.8   0.0    0.0012   13.7   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1180774_evm.model.c7180000074592.2 -          DrrA_P4M             PF14860.8    0.00096   14.8   0.0    0.0023   13.6   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_PRU_jgi_Orpsp1_1_1178177_evm.model.c7180000064335.1 -          DsbC_N               PF10411.11   0.00088   14.5   0.0      0.37    6.1   0.0   2.5   2   0   0   2   2   2   2 -
Unsecreted_RIR_XP_025181937.1                                                    -          DSPc                 PF00782.22   1.4e-16   56.3   0.5   5.1e-16   54.4   0.0   2.0   2   0   0   2   2   2   1 -
Unsecreted_URA_jgi_Umbra1_224472_fgenesh1_kg.6___577___combest_scaffold_6_117588 -          DSPc                 PF00782.22   1.7e-15   52.7   0.0   2.9e-15   52.0   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_RMI_XP_023467891.1                                                    -          DSPc                 PF00782.22   9.5e-14   47.1   0.0   1.4e-13   46.6   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_SPU_XP_016605999.1                                                    -          DSPc                 PF00782.22   1.1e-09   33.9   0.0   1.4e-09   33.6   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_TMA_KAF8230137.1                                                      -          DSPc                 PF00782.22   9.7e-07   24.4   0.0   2.3e-06   23.2   0.0   1.6   1   0   0   1   1   1   1 -
Unsecreted_RMI_XP_023464376.1                                                    -          DSPc                 PF00782.22   3.2e-05   19.5   0.0   5.9e-05   18.6   0.0   1.7   1   1   0   1   1   1   1 -
Unsecreted_PIN_XP_002997818.1                                                    -          DSPc                 PF00782.22   0.00038   16.0   0.0   0.00083   14.9   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_PEF_RQM13776.1                                                        -          DSPc                 PF00782.22   0.00068   15.2   0.0    0.0016   14.0   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_001134628.1 -          dsrm                 PF00035.28   3.4e-16   55.5   0.4   2.5e-14   49.5   0.1   2.7   2   0   0   2   2   2   2 -
Unsecreted_PFA_XP_001351861.1 -          DUF1043              PF06295.14       1.9    4.2  20.0       1.1    5.0   4.8   3.4   2   0   0   2   2   2   0 -
Unsecreted_EFE_QPH06515.1 -          DUF1080              PF06439.13   5.3e-29   97.3   1.9   5.2e-11   38.7   0.0   3.2   3   0   0   3   3   3   3 -
Unsecreted_EMU_KAF7751127.1 -          DUF1179              PF06678.13    0.0018   14.0   0.0    0.0027   13.4   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_MAN_KID59482.1 -          DUF1206              PF06724.13    0.0024   13.7   0.5    0.0084   11.9   0.5   1.9   1   0   0   1   1   1   1 -
Unsecreted_CPA_KAF3764336.1 -          DUF1479              PF07350.14    1e-109  362.8   0.0  1.3e-109  362.4   0.0   1.1   1   0   0   1   1   1   1 -
Unsecreted_PGR_XP_003320256.1 -          DUF1510              PF07423.13      0.11    8.5   5.4      0.12    8.3   0.0   3.5   4   0   0   4   4   4   0 -
Unsecreted_PEF_RQM18875.1 -          DUF1554              PF07588.13   0.00021   16.8   0.0   0.00046   15.7   0.0   1.5   1   0   0   1   1   1   1 -
Unsecreted_PIN_XP_002898867.1 -          DUF1656              PF07869.14    0.0012   14.6   0.4    0.0012   14.6   0.4   2.5   2   0   0   2   2   2   1 -
Unsecreted_PEF_RQM18454.1     -          DUF1656              PF07869.14    0.0031   13.3   0.3    0.0031   13.3   0.3   2.8   2   0   0   2   2   2   1 -
Unsecreted_PIN_XP_002898653.1 -          DUF1664              PF07889.14       0.4    6.5  15.2      0.44    6.3   6.9   3.2   2   1   1   3   3   3   0 -
Unsecreted_PRU_jgi_Orpsp1_1_1178286_evm.model.c7180000064716.1 -          DUF1673              PF07895.13    0.0021   13.6   0.2    0.0042   12.7   0.2   1.5   1   0   0   1   1   1   1 -
Unsecreted_RAL_EPZ32734.1 -          DUF1752              PF08550.12   1.1e-13   46.5   2.0   1.1e-13   46.5   2.0   2.1   2   0   0   2   2   2   1 -
Unsecreted_NCR_XP_960551.1 -          DUF1764              PF08576.12       3.3    4.4  14.8       1.9    5.2   7.7   2.7   2   0   0   2   2   2   0 -
Unsecreted_CQU_KAG0142373.1   -          DUF1772              PF08592.13   0.00042   16.3   0.5     0.025   10.6   0.0   2.8   2   0   0   2   2   2   1 -
Unsecreted_FOL_RSM09165.1     -          DUF1772              PF08592.13    0.0056   12.7   0.1    0.0056   12.7   0.1   3.8   3   1   0   3   3   3   1 -
Unsecreted_CNE_XP_024513522.1 -          DUF1772              PF08592.13       8.6    2.4  13.7       2.3    4.2   2.6   3.7   1   1   1   3   3   3   0 -
Unsecreted_VNO_XP_028495153.1 -          DUF1776              PF08643.12    0.0011   14.1   0.1    0.0015   13.6   0.1   1.1   1   0   0   1   1   1   1 -
Unsecreted_EMU_KAF7743727.1 -          DUF1843              PF08898.12    0.0071   12.6   0.0      0.87    5.9   0.0   2.6   2   0   0   2   2   2   1 -
Unsecreted_EMU_KAF7741681.1 -          DUF1843              PF08898.12     0.009   12.3   0.0      0.87    5.9   0.0   2.4   2   0   0   2   2   2   1 -
Unsecreted_EMU_KAF7746583.1 -          DUF1843              PF08898.12     0.009   12.3   0.0      0.87    5.9   0.0   2.4   2   0   0   2   2   2   1 -
Unsecreted_ASP_KAF7977175.1 -          DUF1897              PF09005.12     0.063    8.6  10.8     0.032    9.5   0.2   4.7   5   0   0   5   5   5   0 -
Unsecreted_SST_KIJ47093.1      -          DUF202               PF02656.17      0.29    7.4  13.2       3.3    4.0   7.3   3.8   2   1   1   3   3   3   0 -
Unsecreted_NSP_KAG0175419.1    -          DUF202               PF02656.17         9    2.6  11.2        17    1.7   8.5   2.6   1   1   1   2   2   2   0 -
Unsecreted_NCR_XP_960551.1 -          DUF2052              PF09747.11     0.026   10.3  13.2      0.03   10.2   4.4   2.7   2   0   0   2   2   2   0 -
Unsecreted_URA_jgi_Umbra1_260967_fgenesh1_kg.84___92___combest_scaffold_84_141799 -          DUF2070              PF09843.11       0.8    3.6   9.6       1.2    3.0   9.6   1.2   1   0   0   1   1   1   0 -
Unsecreted_BME_ORY07120.1                                                         -          DUF2070              PF09843.11       9.8   -0.0  31.0      0.45    4.4  11.6   2.2   1   1   1   2   2   2   0 -
Unsecreted_RMI_XP_023464528.1 -          DUF2072              PF09845.11       1.9    4.5  11.2      0.78    5.7   0.1   3.0   2   0   0   2   2   2   0 -
Unsecreted_BME_ORX97418.1 -          DUF2075              PF09848.11    0.0017   13.3   0.0    0.0027   12.7   0.0   1.2   1   0   0   1   1   1   1 -
Unsecreted_URA_jgi_Umbra1_223278_fgenesh1_kg.5___642___combest_scaffold_5_102600 -          DUF2076              PF09849.11     0.018   10.8   6.0     0.019   10.7   6.0   1.0   1   0   0   1   1   1   0 -
Unsecreted_PIN_XP_002905942.1 -          DUF2085              PF09858.11       9.6    2.5  13.9       1.1    5.6   0.9   4.0   3   2   1   4   4   4   0 -
Unsecreted_SST_KIJ47093.1 -          DUF21                PF01595.22   0.00024   16.5   3.0   0.00049   15.5   3.0   1.5   1   1   0   1   1   1   1 -
Unsecreted_SST_KIJ42472.1 -          DUF21                PF01595.22     0.002   13.5   3.1    0.0026   13.1   2.4   1.5   1   1   0   1   1   1   1 -
Unsecreted_DDI_XP_638336.1 -          DUF2126              PF09899.11     0.003   11.3   6.2    0.0045   10.7   6.2   1.2   1   0   0   1   1   1   1 -
Unsecreted_DDI_XP_637335.1 -          DUF2126              PF09899.11     0.021    8.6   4.0     0.025    8.3   4.0   1.2   1   0   0   1   1   1   0 -
Unsecreted_PGR_XP_003320439.1 -          DUF2175              PF09943.11     0.026   10.6   3.4      0.17    8.0   0.0   2.9   3   0   0   3   3   3   0 -
Unsecreted_EFE_QPG97524.1 -          DUF218               PF02698.19    0.0039   12.9   0.0     0.012   11.3   0.0   1.8   1   0   0   1   1   1   1 -
Unsecreted_CAL_XP_717780.1 -          DUF2203              PF09969.11       3.8    4.0  13.0      0.26    7.8   5.6   2.7   3   0   0   3   3   3   0 -
Unsecreted_LGO_jgi_LeugonAS2_1_1448156_CE1448155_1611 -          DUF2207              PF09972.11     0.016    9.6   0.3      0.02    9.3   0.3   1.1   1   0   0   1   1   1   0 -
Unsecreted_PEF_RQM12491.1                             -          DUF2207              PF09972.11     0.069    7.5  21.6     0.015    9.8   0.2   3.8   4   0   0   4   4   4   0 -
Unsecreted_PFA_XP_001349062.1                         -          DUF2207              PF09972.11      0.82    4.0  13.6    0.0028   12.1   3.5   1.9   2   0   0   2   2   2   0 -
Unsecreted_PEF_RQM18664.1 -          DUF2231              PF09990.11    0.0098   12.1   0.0     0.015   11.5   0.0   1.3   1   0   0   1   1   1   1 -
Unsecreted_BME_ORX96874.1 -          DUF2235              PF09994.11   8.2e-81  267.1   0.0     1e-80  266.8   0.0   1.1   1   0   0   1   1   1   1 -
Unsecreted_SST_KIJ28566.1   -          DUF2273              PF10031.11      0.56    6.0  11.5      0.41    6.5   1.3   3.1   3   0   0   3   3   3   0 -
Unsecreted_SST_KIJ42472.1 -          DUF2339              PF10101.11    0.0027   12.1   7.1    0.0035   11.7   7.1   1.0   1   0   0   1   1   1   1 -
Unsecreted_OCA_KAF4581069.1 -          DUF2367              PF10164.11    0.0023   14.2   0.6     0.013   11.7   0.7   2.2   2   0   0   2   2   2   1 -
Unsecreted_FAL_XP_009493870.1 -          DUF2371              PF10177.11      0.17    7.8   5.1     0.021   10.7   0.3   2.1   2   1   0   2   2   2   0 -
Unsecreted_CTH_jgi_Conth1_341529_estExt_fgenesh1_pg.C_560009 -          DUF2407_C            PF13373.8       0.94    5.4   7.5      0.75    5.7   0.0   3.2   4   0   0   4   4   4   0 -
Unsecreted_CPA_KAF3769046.1 -          DUF2418              PF10332.11      0.38    7.1   6.7     0.093    9.0   1.9   2.5   2   1   1   3   3   3   0 -
Unsecreted_CMA_jgi_Corma2_697290_fgenesh1_kg.157___29___Locus5645v2rpkm11.83 -          DUF2428              PF10350.11   2.1e-54  180.3   0.2     4e-54  179.4   0.2   1.5   1   0   0   1   1   1   1 -
Unsecreted_FFL_RSL42619.1                                      -          DUF2457              PF10446.11       1.2    3.9  14.8       1.7    3.4  14.8   1.1   1   0   0   1   1   1   0 -
Unsecreted_PRU_jgi_Orpsp1_1_1192704_evm.model.d7180000095281.1 -          DUF2457              PF10446.11       1.8    3.3  65.3     0.037    8.9  24.5   3.2   3   0   0   3   3   3   0 -
Unsecreted_PRU_jgi_Orpsp1_1_1179931_evm.model.c7180000071410.1 -          DUF2464              PF10240.11       7.2    1.8  15.1        12    1.0  15.1   1.3   1   0   0   1   1   1   0 -
Unsecreted_OCA_KAF4589190.1 -          DUF2524              PF10732.11     0.018   11.1   3.2     0.055    9.6   3.2   1.8   1   0   0   1   1   1   0 -
