# SignalP-5.0	Organism: Eukarya	Timestamp: 20220322163127
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
EMU_KAF7744960.1	OTHER	0.002054	0.997946	
EMU_KAF7745105.1	OTHER	0.000937	0.999063	
EMU_KAF7745234.1	OTHER	0.001271	0.998729	
EMU_KAF7746583.1	OTHER	0.000363	0.999637	
EMU_KAF7746684.1	OTHER	0.007488	0.992512	
EMU_KAF7746750.1	OTHER	0.001801	0.998199	
EMU_KAF7747203.1	SP(Sec/SPI)	0.913171	0.086829	CS pos: 19-20. VWP-KP. Pr: 0.4344
EMU_KAF7749840.1	OTHER	0.000618	0.999382	
EMU_KAF7750154.1	OTHER	0.031637	0.968363	
EMU_KAF7750656.1	OTHER	0.000840	0.999160	
EMU_KAF7750675.1	OTHER	0.016719	0.983281	
EMU_KAF7751127.1	OTHER	0.000591	0.999409	
EMU_KAF7751565.1	OTHER	0.001262	0.998738	
EMU_KAF7751827.1	OTHER	0.001621	0.998379	
EMU_KAF7752073.1	OTHER	0.000767	0.999233	
EMU_KAF7752836.1	OTHER	0.003906	0.996094	
EMU_KAF7752899.1	OTHER	0.005445	0.994555	
EMU_KAF7753288.1	OTHER	0.002433	0.997567	
EMU_KAF7753844.1	SP(Sec/SPI)	0.917537	0.082463	CS pos: 20-21. LLA-NS. Pr: 0.2889
EMU_KAF7755708.1	OTHER	0.000652	0.999348	
EMU_KAF7756331.1	OTHER	0.001211	0.998789	
EMU_KAF7757178.1	OTHER	0.002499	0.997501	
EMU_KAF7757647.1	OTHER	0.012590	0.987410	
EMU_KAF7757890.1	SP(Sec/SPI)	0.670495	0.329505	CS pos: 22-23. LLA-HS. Pr: 0.2983
EMU_KAF7758238.1	OTHER	0.001104	0.998896	
EMU_KAF7758632.1	SP(Sec/SPI)	0.796523	0.203477	CS pos: 17-18. ISG-NR. Pr: 0.4563
EMU_KAF7758816.1	OTHER	0.001159	0.998841	
EMU_KAF7759583.1	OTHER	0.001292	0.998708	
ENE_jgi_Erynec1_1238_EV44_g5175T0	OTHER	0.000923	0.999077	
ENE_jgi_Erynec1_3828_EV44_g0628T0	OTHER	0.000781	0.999219	
ENE_jgi_Erynec1_4417_EV44_g6356T0	OTHER	0.001096	0.998904	
ENE_jgi_Erynec1_4531_EV44_g0878T0	OTHER	0.000702	0.999298	
ENE_jgi_Erynec1_4681_EV44_g0110T0	SP(Sec/SPI)	0.988264	0.011736	CS pos: 30-31. VLA-GP. Pr: 0.9523
ENE_jgi_Erynec1_519_EV44_g2638T0	OTHER	0.001088	0.998912	
ENE_jgi_Erynec1_5639_EV44_g5274T0	OTHER	0.000740	0.999260	
ENE_jgi_Erynec1_5864_EV44_g0491T0	SP(Sec/SPI)	0.913723	0.086277	CS pos: 27-28. CLS-HS. Pr: 0.6297
ENE_jgi_Erynec1_5911_EV44_g0713T0	OTHER	0.000530	0.999470	
ENE_jgi_Erynec1_836_EV44_g3370T0	OTHER	0.001169	0.998831	
FAL_XP_009492763.1	OTHER	0.003902	0.996098	
FAL_XP_009493203.1	SP(Sec/SPI)	0.895245	0.104755	CS pos: 28-29. ASA-AV. Pr: 0.3327
FAL_XP_009493562.1	OTHER	0.000884	0.999116	
FAL_XP_009493563.1	OTHER	0.000783	0.999217	
FAL_XP_009493870.1	OTHER	0.051108	0.948892	
FAL_XP_009495220.1	SP(Sec/SPI)	0.803107	0.196893	CS pos: 34-35. VGA-AN. Pr: 0.4474
FAL_XP_009496017.1	OTHER	0.000392	0.999608	
FAL_XP_009496571.1	OTHER	0.010689	0.989311	
FAL_XP_009497872.1	OTHER	0.001238	0.998762	
FAL_XP_009498155.1	SP(Sec/SPI)	0.985576	0.014424	CS pos: 38-39. AVA-AD. Pr: 0.5659
FFL_RSL42619.1	OTHER	0.000466	0.999534	
FFL_RSL43593.1	OTHER	0.001498	0.998502	
FFL_RSL45197.1	SP(Sec/SPI)	0.936335	0.063665	CS pos: 18-19. AMT-SP. Pr: 0.4557
FFL_RSL46656.1	OTHER	0.001504	0.998496	
FFL_RSL54111.1	SP(Sec/SPI)	0.991799	0.008201	CS pos: 15-16. AYA-SA. Pr: 0.5621
FFL_RSL54370.1	OTHER	0.001252	0.998748	
FFL_RSL55543.1	OTHER	0.004436	0.995564	
FFL_RSL61505.1	OTHER	0.001789	0.998211	
FFL_RSL63810.1	OTHER	0.001730	0.998270	
FFL_RSL67394.1	OTHER	0.007461	0.992539	
FFL_RSL67677.1	OTHER	0.001051	0.998949	
FFL_RSL69600.1	OTHER	0.000777	0.999223	
FFL_RSL71692.1	OTHER	0.003999	0.996001	
FFL_RSL75198.1	SP(Sec/SPI)	0.998487	0.001513	CS pos: 16-17. VLA-AN. Pr: 0.4919
FFL_RSL75901.1	OTHER	0.000612	0.999388	
FFL_RSL76332.1	SP(Sec/SPI)	0.999418	0.000582	CS pos: 20-21. VAA-EP. Pr: 0.8937
FFL_RSL76463.1	SP(Sec/SPI)	0.942700	0.057300	CS pos: 22-23. VHA-LS. Pr: 0.7775
FFL_RSL77195.1	OTHER	0.001178	0.998822	
FFL_RSL77728.1	SP(Sec/SPI)	0.734772	0.265228	CS pos: 22-23. SLA-YS. Pr: 0.6017
FFL_RSL78202.1	OTHER	0.000961	0.999039	
FFL_RSL78513.1	OTHER	0.000306	0.999694	
FFL_RSL80493.1	OTHER	0.000589	0.999411	
FFL_RSL81318.1	SP(Sec/SPI)	0.948276	0.051724	CS pos: 18-19. VVA-QI. Pr: 0.6903
FFL_RSL81496.1	SP(Sec/SPI)	0.998448	0.001552	CS pos: 18-19. VCA-TG. Pr: 0.4039
FFL_RSL81790.1	SP(Sec/SPI)	0.999357	0.000643	CS pos: 19-20. CLA-TS. Pr: 0.8769
FFL_RSL82168.1	SP(Sec/SPI)	0.885999	0.114001	CS pos: 21-22. ATA-GP. Pr: 0.7878
FFL_RSL82311.1	OTHER	0.032766	0.967234	
FFL_RSL83847.1	SP(Sec/SPI)	0.998488	0.001512	CS pos: 25-26. VNS-DK. Pr: 0.4454
FFL_RSL84486.1	SP(Sec/SPI)	0.979342	0.020658	CS pos: 17-18. AAA-SN. Pr: 0.4413
FFL_RSL84978.1	OTHER	0.008457	0.991543	
FFL_RSL85039.1	OTHER	0.015276	0.984724	
FFL_RSL85600.1	OTHER	0.003548	0.996452	
FFL_RSL85893.1	OTHER	0.001152	0.998848	
FFL_RSL86465.1	OTHER	0.002186	0.997814	
FFL_RSL86534.1	SP(Sec/SPI)	0.992266	0.007734	CS pos: 21-22. AKA-QS. Pr: 0.7414
FFL_RSL86794.1	OTHER	0.003547	0.996453	
FFL_RSL87309.1	SP(Sec/SPI)	0.999774	0.000226	CS pos: 18-19. AIA-AP. Pr: 0.6924
FFL_RSL87537.1	OTHER	0.000279	0.999721	
FFL_RSL89167.1	SP(Sec/SPI)	0.929695	0.070305	CS pos: 29-30. ASP-AA. Pr: 0.3513
FFL_RSL90975.1	OTHER	0.001735	0.998265	
FFL_RSL91352.1	OTHER	0.002213	0.997787	
FOL_RSL80518.1	OTHER	0.000241	0.999759	
FOL_RSL83172.1	SP(Sec/SPI)	0.935363	0.064637	CS pos: 18-19. AMT-SP. Pr: 0.4562
FOL_RSL85092.1	OTHER	0.004516	0.995484	
FOL_RSL87568.1	OTHER	0.001115	0.998885	
FOL_RSL89001.1	OTHER	0.022667	0.977333	
FOL_RSL90579.1	SP(Sec/SPI)	0.948276	0.051724	CS pos: 18-19. VVA-QI. Pr: 0.6903
FOL_RSL93466.1	SP(Sec/SPI)	0.992266	0.007734	CS pos: 21-22. AKA-QS. Pr: 0.7414
FOL_RSL93468.1	OTHER	0.001509	0.998491	
FOL_RSL94328.1	OTHER	0.001260	0.998740	
FOL_RSL95088.1	SP(Sec/SPI)	0.999418	0.000582	CS pos: 20-21. VAA-EP. Pr: 0.8937
FOL_RSL98013.1	OTHER	0.008457	0.991543	
FOL_RSL98459.1	SP(Sec/SPI)	0.734772	0.265228	CS pos: 22-23. SLA-YS. Pr: 0.6017
FOL_RSL99936.1	SP(Sec/SPI)	0.998777	0.001223	CS pos: 18-19. ACA-TG. Pr: 0.3104
FOL_RSM00025.1	SP(Sec/SPI)	0.999317	0.000683	CS pos: 19-20. VLA-AT. Pr: 0.8497
FOL_RSM00419.1	OTHER	0.003547	0.996453	
FOL_RSM01333.1	OTHER	0.013014	0.986986	
FOL_RSM03924.1	OTHER	0.001504	0.998496	
FOL_RSM05167.1	OTHER	0.001468	0.998532	
FOL_RSM05470.1	OTHER	0.002712	0.997288	
FOL_RSM05864.1	OTHER	0.001730	0.998270	
FOL_RSM06187.1	OTHER	0.001057	0.998943	
FOL_RSM06746.1	OTHER	0.000777	0.999223	
FOL_RSM07055.1	OTHER	0.001076	0.998924	
FOL_RSM07274.1	SP(Sec/SPI)	0.997735	0.002265	CS pos: 17-18. VTA-AP. Pr: 0.4709
FOL_RSM09165.1	OTHER	0.000671	0.999329	
FOL_RSM09365.1	SP(Sec/SPI)	0.836002	0.163998	CS pos: 21-22. ATA-GP. Pr: 0.7476
FOL_RSM09912.1	SP(Sec/SPI)	0.999761	0.000239	CS pos: 18-19. AIA-AP. Pr: 0.7872
FOL_RSM11194.1	OTHER	0.013274	0.986726	
FOL_RSM12299.1	OTHER	0.002186	0.997814	
FOL_RSM13162.1	SP(Sec/SPI)	0.998487	0.001513	CS pos: 16-17. VLA-AN. Pr: 0.4919
FOL_RSM13915.1	OTHER	0.000306	0.999694	
FOL_RSM14583.1	SP(Sec/SPI)	0.979342	0.020658	CS pos: 17-18. AAA-SN. Pr: 0.4413
FOL_RSM15314.1	OTHER	0.004120	0.995880	
FOL_RSM15582.1	OTHER	0.001051	0.998949	
FOL_RSM16420.1	OTHER	0.001178	0.998822	
FPI_EPS93231.1	OTHER	0.000919	0.999081	
FPI_EPS93863.1	OTHER	0.000757	0.999243	
FPI_EPS93979.1	OTHER	0.108215	0.891785	
FPI_EPS95873.1	OTHER	0.001068	0.998932	
FPI_EPS97419.1	OTHER	0.000577	0.999423	
FPI_EPS97542.1	OTHER	0.000796	0.999204	
FPI_EPT00465.1	OTHER	0.000860	0.999140	
FPI_EPT00908.1	OTHER	0.007590	0.992410	
FPI_EPT00978.1	OTHER	0.002189	0.997811	
FPI_EPT02388.1	OTHER	0.000796	0.999204	
FPI_EPT03082.1	OTHER	0.001675	0.998325	
FPI_EPT04687.1	OTHER	0.001432	0.998568	
FPI_EPT05564.1	OTHER	0.003773	0.996227	
KPA_ANZ73303.1	OTHER	0.000523	0.999477	
KPA_ANZ73346.1	OTHER	0.003021	0.996979	
KPA_ANZ73955.1	OTHER	0.000854	0.999146	
KPA_ANZ75360.1	SP(Sec/SPI)	0.982403	0.017597	CS pos: 19-20. AFA-QV. Pr: 0.7722
KPA_ANZ75361.1	SP(Sec/SPI)	0.982403	0.017597	CS pos: 19-20. AFA-QV. Pr: 0.7722
KPA_ANZ76251.1	SP(Sec/SPI)	0.996796	0.003204	CS pos: 20-21. VLA-DP. Pr: 0.9586
KPA_ANZ77215.1	OTHER	0.008553	0.991447	
KPA_ANZ77372.1	OTHER	0.000526	0.999474	
LGO_jgi_LeugonAS2_1_1150383_CE1150382_9278	OTHER	0.001867	0.998133	
LGO_jgi_LeugonAS2_1_1448156_CE1448155_1611	OTHER	0.007568	0.992432	
LGO_jgi_LeugonAS2_1_1852652_e_gw1.157.19.1	SP(Sec/SPI)	0.998130	0.001870	CS pos: 19-20. VHA-TP. Pr: 0.9663
LGO_jgi_LeugonAS2_1_1857666_e_gw1.270.25.1	OTHER	0.026331	0.973669	
LGO_jgi_LeugonAS2_1_1862752_e_gw1.426.1.1	SP(Sec/SPI)	0.998406	0.001594	CS pos: 19-20. ALA-TP. Pr: 0.9060
LGO_jgi_LeugonAS2_1_1869152_e_gw1.779.11.1	OTHER	0.001252	0.998748	
LGO_jgi_LeugonAS2_1_1869874_e_gw1.826.25.1	OTHER	0.000725	0.999275	
LGO_jgi_LeugonAS2_1_1934362_fgenesh1_kg.29___380___TRINITY_DN7585_c0_g3_i2	SP(Sec/SPI)	0.995134	0.004866	CS pos: 21-22. ASA-VA. Pr: 0.5302
LGO_jgi_LeugonAS2_1_1938632_fgenesh1_kg.40___119___TRINITY_DN6455_c3_g2_i6	OTHER	0.039072	0.960928	
LGO_jgi_LeugonAS2_1_1993998_fgenesh1_kg.229___296___TRINITY_DN8651_c2_g5_i11	OTHER	0.376283	0.623717	
LGO_jgi_LeugonAS2_1_2032297_fgenesh1_kg.442___89___TRINITY_DN8821_c2_g4_i1	SP(Sec/SPI)	0.997045	0.002955	CS pos: 23-24. VLG-QS. Pr: 0.8292
LGO_jgi_LeugonAS2_1_2100448_fgenesh1_kg.1293___8___TRINITY_DN6240_c0_g1_i16	OTHER	0.001667	0.998333	
LGO_jgi_LeugonAS2_1_2116438_estExt_Genewise1Plus.C_1260099	OTHER	0.000929	0.999071	
LGO_jgi_LeugonAS2_1_2142293_fgenesh1_pg.110___10	SP(Sec/SPI)	0.978533	0.021467	CS pos: 17-18. SLA-TT. Pr: 0.7165
LGO_jgi_LeugonAS2_1_2146524_fgenesh1_pg.370___8	OTHER	0.009016	0.990984	
LGO_jgi_LeugonAS2_1_2166572_estExt_fgenesh1_pm.C_1060011	OTHER	0.000305	0.999695	
LGO_jgi_LeugonAS2_1_2241639_MIX38616_11839_38	OTHER	0.000586	0.999414	
LGO_jgi_LeugonAS2_1_2257759_MIX54736_2828_50	OTHER	0.001986	0.998014	
LGO_jgi_LeugonAS2_1_2366563_gm4.13906_g	OTHER	0.006314	0.993686	
LGO_jgi_LeugonAS2_1_2370695_gm4.18038_g	OTHER	0.001086	0.998914	
LGO_jgi_LeugonAS2_1_2390860_gm4.38203_g	OTHER	0.004569	0.995431	
LGO_jgi_LeugonAS2_1_54099_CE54098_5384	OTHER	0.000936	0.999064	
LGO_jgi_LeugonAS2_1_552818_CE552817_14648	OTHER	0.001446	0.998554	
LGO_jgi_LeugonAS2_1_591107_CE591106_178308	OTHER	0.000587	0.999413	
LGO_jgi_LeugonAS2_1_606999_CE606998_28243	OTHER	0.382242	0.617758	
LGO_jgi_LeugonAS2_1_718679_CE718678_13649	SP(Sec/SPI)	0.985091	0.014909	CS pos: 24-25. ATA-VP. Pr: 0.6457
LGO_jgi_LeugonAS2_1_846020_CE846019_331	SP(Sec/SPI)	0.998406	0.001594	CS pos: 19-20. ALA-TP. Pr: 0.9060
LGO_jgi_LeugonAS2_1_852456_CE852455_197	SP(Sec/SPI)	0.998460	0.001540	CS pos: 19-20. ALA-TP. Pr: 0.9066
MAC_WP_011020738.1	OTHER	0.002839	0.997161	
MAC_WP_011024260.1	OTHER	0.003601	0.996399	
MAC_WP_011024271.1	OTHER	0.004290	0.995710	
MAN_KID59456.1	OTHER	0.002836	0.997164	
MAN_KID59482.1	OTHER	0.000632	0.999368	
MAN_KID59956.1	SP(Sec/SPI)	0.999602	0.000398	CS pos: 16-17. ATA-AP. Pr: 0.4240
MAN_KID60163.1	OTHER	0.000865	0.999135	
MAN_KID61828.1	SP(Sec/SPI)	0.999605	0.000395	CS pos: 16-17. AIA-AP. Pr: 0.8505
MAN_KID62637.1	SP(Sec/SPI)	0.999842	0.000158	CS pos: 17-18. AFA-LP. Pr: 0.9401
MAN_KID63349.1	SP(Sec/SPI)	0.869748	0.130252	CS pos: 23-24. SLA-HS. Pr: 0.6207
MAN_KID63415.1	OTHER	0.001084	0.998916	
MAN_KID63484.1	OTHER	0.001132	0.998868	
MAN_KID64441.1	SP(Sec/SPI)	0.999195	0.000805	CS pos: 23-24. SRG-DN. Pr: 0.4025
MAN_KID64474.1	SP(Sec/SPI)	0.904026	0.095974	CS pos: 20-21. FSA-KR. Pr: 0.3736
MAN_KID65131.1	SP(Sec/SPI)	0.999270	0.000730	CS pos: 15-16. VAA-MP. Pr: 0.6114
MAN_KID65291.1	SP(Sec/SPI)	0.950864	0.049136	CS pos: 28-29. AIA-GD. Pr: 0.7452
MAN_KID65606.1	SP(Sec/SPI)	0.996584	0.003416	CS pos: 17-18. ASA-AL. Pr: 0.5645
MAN_KID65917.1	SP(Sec/SPI)	0.994412	0.005588	CS pos: 18-19. ALA-AP. Pr: 0.8319
MAN_KID66468.1	OTHER	0.003551	0.996449	
MAN_KID66610.1	OTHER	0.003943	0.996057	
MAN_KID67022.1	SP(Sec/SPI)	0.999482	0.000518	CS pos: 16-17. AIA-AP. Pr: 0.4788
MAN_KID67026.1	SP(Sec/SPI)	0.986369	0.013631	CS pos: 17-18. AAA-EQ. Pr: 0.8471
MAN_KID67419.1	SP(Sec/SPI)	0.991940	0.008060	CS pos: 18-19. SLA-EN. Pr: 0.4993
MAN_KID67444.1	SP(Sec/SPI)	0.994326	0.005674	CS pos: 16-17. VAA-DK. Pr: 0.8740
MAN_KID69471.1	OTHER	0.012633	0.987367	
MAN_KID69715.1	OTHER	0.000398	0.999602	
MAN_KID70620.1	SP(Sec/SPI)	0.999709	0.000291	CS pos: 16-17. VMA-AP. Pr: 0.8270
MAN_KID71022.1	SP(Sec/SPI)	0.985932	0.014068	CS pos: 21-22. VEA-RQ. Pr: 0.5720
MAN_KID71466.1	OTHER	0.012988	0.987012	
MCI_L0F63_000736-T1	SP(Sec/SPI)	0.841454	0.158546	CS pos: 13-14. CLA-HF. Pr: 0.6065
MCI_L0F63_000888-T1	OTHER	0.081942	0.918058	
MCI_L0F63_001385-T1	OTHER	0.001202	0.998798	
MCI_L0F63_001744-T1	OTHER	0.001854	0.998146	
MCI_L0F63_003997-T1	OTHER	0.008154	0.991846	
MCI_L0F63_004807-T1	OTHER	0.001196	0.998804	
MCI_L0F63_004952-T1	OTHER	0.012189	0.987811	
MCI_L0F63_005629-T1	OTHER	0.001834	0.998166	
MCI_L0F63_006455-T1	OTHER	0.001033	0.998967	
NCR_XP_011394293.1	SP(Sec/SPI)	0.988867	0.011133	CS pos: 16-17. AMG-IL. Pr: 0.5924
NCR_XP_011394294.1	SP(Sec/SPI)	0.995084	0.004916	CS pos: 16-17. AMG-IL. Pr: 0.5871
NCR_XP_011394413.1	OTHER	0.003439	0.996561	
NCR_XP_011395138.1	OTHER	0.109284	0.890716	
NCR_XP_011395294.1	OTHER	0.001299	0.998701	
NCR_XP_011395295.1	OTHER	0.001299	0.998701	
NCR_XP_956657.1	SP(Sec/SPI)	0.925839	0.074161	CS pos: 21-22. VGA-SP. Pr: 0.7673
NCR_XP_956859.1	OTHER	0.000310	0.999690	
NCR_XP_958215.1	SP(Sec/SPI)	0.992767	0.007233	CS pos: 20-21. AVA-EP. Pr: 0.7761
NCR_XP_959048.3	OTHER	0.002213	0.997787	
NCR_XP_959282.2	SP(Sec/SPI)	0.997719	0.002281	CS pos: 17-18. TLA-AP. Pr: 0.2412
NCR_XP_959399.3	OTHER	0.001845	0.998155	
NCR_XP_959940.1	OTHER	0.010020	0.989980	
NCR_XP_960551.1	OTHER	0.000296	0.999704	
NCR_XP_960571.3	OTHER	0.274134	0.725866	
NCR_XP_960694.2	SP(Sec/SPI)	0.891217	0.108783	CS pos: 26-27. VAA-YE. Pr: 0.6622
NCR_XP_963009.3	OTHER	0.007015	0.992985	
NCR_XP_963300.1	SP(Sec/SPI)	0.998206	0.001794	CS pos: 18-19. AAA-AP. Pr: 0.4521
NCR_XP_963326.2	OTHER	0.002811	0.997189	
NCR_XP_963385.2	OTHER	0.001839	0.998161	
NCR_XP_963675.2	SP(Sec/SPI)	0.962325	0.037675	CS pos: 23-24. ATA-HS. Pr: 0.6176
NCR_XP_963745.2	OTHER	0.015867	0.984133	
NCR_XP_964132.1	OTHER	0.002764	0.997236	
NCR_XP_964645.3	OTHER	0.000818	0.999182	
NCR_XP_964651.3	OTHER	0.001523	0.998477	
NCR_XP_965334.3	OTHER	0.001105	0.998895	
NSP_KAG0162075.1	OTHER	0.008285	0.991715	
NSP_KAG0163423.1	OTHER	0.000380	0.999620	
NSP_KAG0164593.1	OTHER	0.000266	0.999734	
NSP_KAG0165086.1	OTHER	0.006679	0.993321	
NSP_KAG0167337.1	OTHER	0.000907	0.999093	
NSP_KAG0169355.1	OTHER	0.008376	0.991624	
NSP_KAG0172126.1	OTHER	0.001412	0.998588	
NSP_KAG0173302.1	OTHER	0.000648	0.999352	
NSP_KAG0175419.1	OTHER	0.007172	0.992828	
OCA_KAF4581069.1	OTHER	0.003847	0.996153	
OCA_KAF4582030.1	SP(Sec/SPI)	0.676274	0.323726	CS pos: 24-25. AHS-IR. Pr: 0.3755
OCA_KAF4582303.1	OTHER	0.001551	0.998449	
OCA_KAF4582758.1	SP(Sec/SPI)	0.978781	0.021219	CS pos: 18-19. AVA-IP. Pr: 0.7534
OCA_KAF4582875.1	SP(Sec/SPI)	0.992953	0.007047	CS pos: 16-17. ALA-AP. Pr: 0.6466
OCA_KAF4583157.1	SP(Sec/SPI)	0.997923	0.002077	CS pos: 18-19. AHA-LL. Pr: 0.7939
OCA_KAF4585359.1	OTHER	0.000534	0.999466	
OCA_KAF4585970.1	OTHER	0.001389	0.998611	
OCA_KAF4587292.1	OTHER	0.000835	0.999165	
OCA_KAF4587329.1	OTHER	0.001871	0.998129	
OCA_KAF4587811.1	OTHER	0.004782	0.995218	
OCA_KAF4589123.1	SP(Sec/SPI)	0.999809	0.000191	CS pos: 15-16. AIA-AP. Pr: 0.4377
OCA_KAF4589190.1	OTHER	0.001696	0.998304	
OCA_KAF4589328.1	OTHER	0.000533	0.999467	
OCA_KAF4589405.1	SP(Sec/SPI)	0.992968	0.007032	CS pos: 18-19. VAA-SP. Pr: 0.8426
OCA_KAF4591586.1	OTHER	0.001437	0.998563	
OCA_KAF4591745.1	SP(Sec/SPI)	0.988909	0.011091	CS pos: 18-19. SDA-TR. Pr: 0.3925
OCA_KAF4591854.1	OTHER	0.004750	0.995250	
OCA_KAF4591863.1	OTHER	0.000519	0.999481	
OCA_KAF4591979.1	OTHER	0.000665	0.999335	
OCA_KAF4592090.1	SP(Sec/SPI)	0.998328	0.001672	CS pos: 20-21. CQP-MG. Pr: 0.3453
OCA_KAF4594605.1	SP(Sec/SPI)	0.996389	0.003611	CS pos: 16-17. VGA-VP. Pr: 0.7948
OCA_KAF4594709.1	OTHER	0.002532	0.997468	
OCA_KAF4594860.1	SP(Sec/SPI)	0.999669	0.000331	CS pos: 15-16. ALA-NP. Pr: 0.8304
OCA_KAF4595163.1	SP(Sec/SPI)	0.973636	0.026364	CS pos: 20-21. AGG-KS. Pr: 0.4218
OCA_KAF4595509.1	OTHER	0.001785	0.998215	
OCA_KAF4595874.1	SP(Sec/SPI)	0.985141	0.014859	CS pos: 15-16. ALA-IP. Pr: 0.5748
PCY_RKP11725.1	OTHER	0.002512	0.997488	
PCY_RKP12337.1	OTHER	0.000959	0.999041	
PCY_RKP13546.1	OTHER	0.000817	0.999183	
PCY_RKP14404.1	OTHER	0.241193	0.758807	
PEF_RQM08861.1	OTHER	0.003527	0.996473	
PEF_RQM09034.1	OTHER	0.001315	0.998685	
PEF_RQM09066.1	SP(Sec/SPI)	0.926624	0.073376	CS pos: 20-21. VFA-VP. Pr: 0.8376
PEF_RQM09078.1	OTHER	0.061665	0.938335	
PEF_RQM09234.1	OTHER	0.000312	0.999688	
PEF_RQM09543.1	OTHER	0.206497	0.793503	
PEF_RQM09844.1	OTHER	0.000338	0.999662	
PEF_RQM10549.1	OTHER	0.000922	0.999078	
PEF_RQM10729.1	OTHER	0.065861	0.934139	
PEF_RQM11512.1	OTHER	0.362640	0.637360	
PEF_RQM11940.1	OTHER	0.003661	0.996339	
PEF_RQM12491.1	OTHER	0.001452	0.998548	
PEF_RQM13776.1	OTHER	0.002146	0.997854	
PEF_RQM14193.1	OTHER	0.035566	0.964434	
PEF_RQM14836.1	OTHER	0.001516	0.998484	
PEF_RQM14945.1	OTHER	0.000979	0.999021	
PEF_RQM14951.1	OTHER	0.002104	0.997896	
PEF_RQM15512.1	OTHER	0.001213	0.998787	
PEF_RQM15584.1	SP(Sec/SPI)	0.998903	0.001097	CS pos: 25-26. TQA-TY. Pr: 0.7896
PEF_RQM15585.1	SP(Sec/SPI)	0.997916	0.002084	CS pos: 26-27. TQA-IH. Pr: 0.8850
PEF_RQM15644.1	OTHER	0.001939	0.998061	
PEF_RQM15814.1	OTHER	0.003822	0.996178	
PEF_RQM16770.1	OTHER	0.003049	0.996951	
PEF_RQM16934.1	OTHER	0.263988	0.736012	
PEF_RQM17275.1	OTHER	0.190220	0.809780	
PEF_RQM17732.1	OTHER	0.001631	0.998369	
PEF_RQM18051.1	OTHER	0.001832	0.998168	
PEF_RQM18203.1	SP(Sec/SPI)	0.930730	0.069270	CS pos: 29-30. TAA-TT. Pr: 0.5701
PEF_RQM18247.1	OTHER	0.001226	0.998774	
PEF_RQM18454.1	OTHER	0.000569	0.999431	
PEF_RQM18637.1	OTHER	0.000189	0.999811	
PEF_RQM18664.1	OTHER	0.000942	0.999058	
PEF_RQM18711.1	OTHER	0.001906	0.998094	
PEF_RQM18875.1	OTHER	0.071325	0.928675	
PFA_XP_001347427.1	OTHER	0.001123	0.998877	
PFA_XP_001347860.1	OTHER	0.000434	0.999566	
PFA_XP_001348438.1	OTHER	0.000356	0.999644	
PFA_XP_001348447.1	OTHER	0.000353	0.999647	
PFA_XP_001348459.1	OTHER	0.002057	0.997943	
PFA_XP_001348477.2	OTHER	0.000904	0.999096	
PFA_XP_001348675.1	OTHER	0.000311	0.999689	
PFA_XP_001348721.2	OTHER	0.002006	0.997994	
PFA_XP_001348726.1	OTHER	0.000872	0.999128	
PFA_XP_001348972.2	OTHER	0.000151	0.999849	
PFA_XP_001349062.1	OTHER	0.000339	0.999661	
PFA_XP_001349124.1	OTHER	0.000714	0.999286	
PFA_XP_001349765.1	OTHER	0.000370	0.999630	
PFA_XP_001349925.1	OTHER	0.001302	0.998698	
PFA_XP_001349983.1	OTHER	0.000288	0.999712	
PFA_XP_001350062.1	OTHER	0.002814	0.997186	
PFA_XP_001350111.1	OTHER	0.000452	0.999548	
PFA_XP_001350648.1	OTHER	0.087657	0.912343	
PFA_XP_001350996.2	OTHER	0.000314	0.999686	
PFA_XP_001351652.1	OTHER	0.001941	0.998059	
PFA_XP_001351743.1	OTHER	0.000677	0.999323	
PFA_XP_001351861.1	OTHER	0.000534	0.999466	
PFA_XP_001351911.1	OTHER	0.007723	0.992277	
PFA_XP_001351976.1	OTHER	0.004192	0.995808	
PFA_XP_966086.1	OTHER	0.001762	0.998238	
PFA_XP_966279.2	OTHER	0.000233	0.999767	
PFA_XP_966289.1	OTHER	0.000405	0.999595	
PGR_XP_003319581.2	OTHER	0.005092	0.994908	
PGR_XP_003319833.2	OTHER	0.000365	0.999635	
PGR_XP_003320256.1	OTHER	0.001004	0.998996	
PGR_XP_003320439.1	OTHER	0.000633	0.999367	
PGR_XP_003326990.1	OTHER	0.000483	0.999517	
PGR_XP_003330376.1	OTHER	0.002031	0.997969	
PGR_XP_003330646.2	SP(Sec/SPI)	0.844812	0.155188	CS pos: 25-26. SEG-SS. Pr: 0.6619
PGR_XP_003334807.1	OTHER	0.003944	0.996056	
PIN_XP_002894977.1	OTHER	0.002076	0.997924	
PIN_XP_002895069.1	OTHER	0.001166	0.998834	
PIN_XP_002895664.1	SP(Sec/SPI)	0.887388	0.112612	CS pos: 23-24. IRS-DQ. Pr: 0.6502
PIN_XP_002895665.1	OTHER	0.004033	0.995967	
PIN_XP_002895871.1	OTHER	0.004319	0.995681	
PIN_XP_002895872.1	OTHER	0.116337	0.883663	
PIN_XP_002895873.1	OTHER	0.001285	0.998715	
PIN_XP_002895874.1	SP(Sec/SPI)	0.516856	0.483144	CS pos: 18-19. ATG-DW. Pr: 0.1830
PIN_XP_002895877.1	OTHER	0.001904	0.998096	
